FacilityId,County,FacilityName,ReportedDate,ReportingYear,TotalServiceConnections,WholesaleConnections,RetailConnections,ServicesLead,ServicesUnknownMaterial,ServicesCopperLeadSolder,ServicesGalvanized,ServicesUnknownNotLead,ServicesCopperNonLeadSolder,ServicesCastDuctileIronTransite,ServicesPlastic,NAME,OBJECTID_1,NAME_1,CLASS_1,POP2012_1,FAC_TYPE,FAC_X,FAC_Y,SOURCE,SOURCE_2,SW_TYPE,SW_ORIGIN,GW_TYPE,GW_ORIGIN,BUYS_FROM,SELLER_FAC,SELLER_X,SELLER_Y,REPORTED_P,SS_2012_GA,P_2012_GAL,TOTAL_2012,SS_2012_MG,P_2012_MGD,Shape_Leng,Shape_Area
IL0730500,Henry,Geneseo (PWS),3/27/19 13:27,2018,3851,2,3849,0,2633,1111,0,0,102,0,5,Geneseo,452,Geneseo,city,6542,municipality,2821674.778,3064818.535,groundwater,groundwater,,,mixed sand and gravel and c-o sandstone,,,,,,YES,247201412,0,247201412,0.67680058,0,105999.0248,121377931.4
IL0890350,Kane,Geneva (PWS),4/4/19 14:14,2018,8314,0,8314,196,2020,0,39,0,6058,0,1,Geneva,655,Geneva,city,21871,municipality,3318864.98,3223318.336,groundwater,groundwater,,,mixed sand and gravel and c-o sandstone,,,,,,YES,1249543000,0,1249543000,3.421062286,0,193041.4816,276122584.6
IL0370150,DeKalb,Genoa (PWS),3/28/19 15:21,2018,1963,0,1963,33,713,0,5,0,1209,0,3,Genoa,595,Genoa,city,5276,municipality,3216769.971,3299287.715,groundwater,groundwater,,,mixed sand and gravel and c-o sandstone,,,,,,YES,168461000,0,168461000,0.461221081,0,86848.56827,73439273.43
IL1830350,Vermilion,Georgetown (PWS),3/13/19 14:41,2018,1616,2,1614,0,0,0,0,0,1611,0,5,Georgetown,1035,Georgetown,city,3428,municipality,3519761.602,2535689.193,groundwater,groundwater,,,sand and gravel,,,,,,YES,101086000,0,101086000,0.276758385,0,35294.71089,44504156.33
IL1770250,Stephenson,German Valley (PWS),6/3/19 5:01,2018,191,0,191,0,0,0,0,0,42,1,148,German Valley,473,German Valley,village,460,municipality,3003826.682,3341433.216,groundwater,groundwater,,,mixed shallow bedrock and c-o sandstone,,,,,,YES,18250000,0,18250000,0.049965777,0,21887.386,13356377.96
IL0270350,Clinton,Germantown (PWS),3/28/19 14:32,2018,625,0,625,0,0,0,0,0,615,0,10,Germantown,1225,Germantown,village,1262,municipality,2987758.224,2014555.722,mixed,mixed,river,Shoal Creek,sand and gravel,,Breese,IL0270250,2993690.437,2036482.439,YES,21421700,9601090,31022790,0.058649418,0.026286352,45138.7742,23912849.68
IL0530100,Ford,Gibson City (PWS),5/9/19 12:42,2018,1605,0,1605,0,799,0,95,0,708,0,3,Gibson City,969,Gibson City,unknown,3395,municipality,3311369.717,2710032.076,groundwater,groundwater,,,sand and gravel,Mahomet Aquifer,,,,,YES,241057300,0,241057300,0.659978919,0,72913.88399,64815295.34
IL0190250,Champaign,Gifford (PWS),3/19/19 9:51,2018,381,0,381,0,127,0,0,0,101,0,153,Gifford,1007,Gifford,village,1022,municipality,3410243.144,2653427.993,groundwater,groundwater,,,sand and gravel,Mahomet Aquifer,,,,,YES,27843000,0,27843000,0.076229979,0,23548.04677,12466901.19
IL0890400,Kane,Gilberts (PWS),4/30/19 8:24,2018,2028,0,2028,0,0,0,0,0,2028,0,0,Gilberts,675,Gilberts,village,7302,municipality,3304965.964,3305374.897,groundwater,groundwater,,,mixed shallow bedrock and c-o sandstone,,,,,,NO,,,,,,116516.1883,153625865.1
IL1170400,Macoupin,Gillespie (PWS),4/4/19 18:14,2018,1736,7,1729,106,0,970,150,100,250,0,160,Gillespie,1111,Gillespie,city,3298,municipality,2912275.132,2220957.999,surface water,surface water,reservoir,Gillespie Lake,,,,,,,YES,240231000,0,240231000,0.657716632,0,38469.05901,40114982.8
IL0750450,Iroquois,Gilman (PWS),4/15/19 18:38,2018,816,0,816,31,488,0,0,0,240,0,57,Gilman,974,Gilman,city,1811,municipality,3417236.523,2820708.582,groundwater,groundwater,,,sand and gravel,Mahomet Aquifer,,,,,YES,78000000,0,78000000,0.213552361,0,72640.50358,61979477.47
IL1170450,Macoupin,Girard (PWS),3/19/19 16:21,2018,975,0,975,0,0,0,0,5,955,0,15,Girard,1122,Girard,city,2144,municipality,2920802.733,2338158.341,surface water,surface water,reservoir,Otter Lake,,,Otter Lake Water Commission,IL1175200,2888302.932,2334194.848,YES,0,67870600,67870600,0,0.185819576,30930.85812,25776035.6
IL0710020,Henderson,Gladstone (PWS),4/26/19 13:59,2018,250,0,250,0,0,0,0,0,0,0,250,Gladstone,330,Gladstone,village,279,municipality,2599122.505,2854897.571,groundwater,groundwater,,,sand and gravel,,,,,,NO,,,,,,16854.25424,10814151.46
IL1430350,Peoria,Illinois American - Glasford (PWS),3/22/19 13:36,2018,493,0,493,0,0,60,60,0,60,13,300,Glasford,338,Glasford,village,1054,municipality,2913464.837,2746238.691,groundwater,groundwater,,,mixed shallow bedrock and c-o sandstone,,,,,,YES,25237000,0,25237000,0.06909514,0,28914.86718,24809102.12
IL1190300,Madison,Glen Carbon (PWS),3/13/19 14:11,2018,5320,0,5320,0,750,2934,50,0,386,0,1200,Glen Carbon,1209,Glen Carbon,village,13083,municipality,2863015.038,2088927.938,groundwater,groundwater,,,sand and gravel,American Bottoms,Edwardsville,IL1190250,2861681.447,2101442.537,NO,,,,,,205549.8264,280850484.7
IL0430450,DuPage,Glen Ellyn (PWS),4/15/19 16:30,2018,8432,0,8432,88,4479,0,15,1212,2623,14,1,Glen Ellyn,645,Glen Ellyn,village,27710,municipality,3389652.186,3218540.896,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,DuPage Water Commission,IL0435400,3400000,3215000,YES,6030300,973296721,979327021,0.016510062,2.664741194,124177.8916,187249850.3
IL0310990,Cook,Glencoe (PWS),4/8/19 13:38,2018,3160,0,3160,662,77,0,0,0,2372,46,3,Glencoe,704,Glencoe,village,8805,municipality,3468931.949,3317078.832,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,,,,,YES,665022000,0,665022000,1.820731006,0,55741.10764,104250980
IL0430400,DuPage,Glendale Heights (PWS),3/27/19 15:01,2018,8835,0,8835,0,0,7182,0,0,1647,6,0,Glendale Heights,646,Glendale Heights,village,34179,municipality,3382603.766,3236977.575,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,DuPage Water Commission,IL0435400,3400000,3215000,YES,16809100,932390000,949199100,0.046020808,2.552744695,144583.7024,152378390.5
IL0311020,Cook,Glenview (PWS),4/15/19 8:50,2018,16198,2,16196,5113,120,4781,4,36,6142,2,0,Glenview,703,Glenview,village,45529,municipality,3454603.471,3298055.227,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Wilmette,IL0313300,3478982.257,3296333.536,YES,0,3067060418,3067060418,0,8.39715378,242916.5295,386844536.4
IL0311050,Cook,Glenwood (PWS),5/29/19 13:06,2018,2884,0,2884,9,0,0,0,236,2639,0,0,Glenwood,850,Glenwood,village,8895,municipality,3510545.571,3102988.119,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Chicago Heights,IL0310450,3508512.909,3091272.496,YES,0,386610000,386610000,0,1.058480493,100527.8189,86264880.66
IL1510100,Pope,Golconda (PWS),4/1/19 10:56,2018,406,0,406,0,291,0,0,0,0,0,115,Golconda,50,Golconda,city,670,municipality,3292833.779,1584601.125,groundwater,groundwater,,,sand and gravel,Alluvial Sand Aquifer,Millstone PWD,IL1515050,3263257.832,1633175.353,YES,0,18029800,18029800,0,0.049362902,20510.35257,13920129.61
IL0010250,Adams,Golden (PWS),4/12/19 15:17,2018,310,0,310,0,0,0,0,0,233,0,77,Golden,244,Golden,village,661,municipality,2577370.297,2582018.5,groundwater,groundwater,,,mixed sand and gravel and shallow bedrock,,Clayton-Camp Point Water Commission,IL0015200,2579498.589,2556907.528,NO,,,,,,20130.96231,17294550.31
IL0311080,Cook,Golf (PWS),4/10/19 10:47,2018,176,0,176,119,0,36,0,11,10,0,0,Golf,702,Golf,village,492,municipality,3463838.846,3289328.855,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Morton Grove,IL0311950,3462848.79,3283419.745,YES,0,22294000,22294000,0,0.061037645,17437.43712,12397860.37
IL1090250,McDonough,Good Hope (PWS),4/14/19 16:00,2018,192,0,192,0,0,0,0,0,134,2,56,Good Hope,317,Good Hope,village,412,municipality,2675060.01,2742662.565,groundwater,groundwater,,,sand and gravel,,,,,,NO,,,,,,17043.62718,8049167.871
IL2034450,Woodford,Goodfield (PWS),4/14/19 21:22,2018,413,1,412,0,318,0,0,0,92,0,3,Goodfield,921,Goodfield,village,899,municipality,3067356.957,2768338.64,groundwater,groundwater,,,sand and gravel,Mahomet Aquifer,,,,,YES,34378000,0,34378000,0.094121834,0,74631.01072,46792944.94
IL0870200,Johnson,Goreville (PWS),4/16/19 9:54,2018,572,0,572,0,496,20,3,0,2,0,51,Goreville,71,Goreville,village,1069,municipality,3151284.614,1652883.576,surface water,surface water,reservoir,Lake of Egypt,,,Lake of Egypt PWD,IL1995200,3160637.064,1678799.425,NO,,,,,,33329.81882,46367113.08
IL0770350,Jackson,Gorham (PWS),4/15/19 10:31,2018,740,0,740,0,0,0,0,740,0,0,0,Gorham,32,Gorham,village,241,municipality,3004889.088,1710844.164,surface water,surface water,reservoir,Lake Kinkaid,,,Kinkaid Reeds Crk Int City WS,IL0775100,3027253.597,1743366.581,YES,0,24803000,24803000,0,0.067906913,28323.6769,33950926.23
IL0990200,LaSalle,Grand Ridge (PWS),4/15/19 13:41,2018,240,0,240,0,20,0,0,0,120,0,100,Grand Ridge,567,Grand Ridge,village,573,municipality,3183142.536,2987281.176,groundwater,groundwater,,,sand and gravel,,,,,,NO,,,,,,14246.86639,12747051.53
IL0770400,Jackson,Grand Tower (PWS),4/15/19 10:34,2018,323,0,323,0,0,0,0,323,0,0,0,Grand Tower,31,Grand Tower,city,610,municipality,2998120.054,1683301.39,groundwater,groundwater,,,sand and gravel,,,,,,YES,23507000,0,23507000,0.064358658,0,37447.48611,34290818.91
IL1670500,Sangamon,Grandview (PWS),3/22/19 13:59,2018,736,0,736,0,607,81,37,0,0,0,11,Grandview,401,Grandview,village,1451,municipality,2967020.96,2472449.529,surface water,surface water,mixed reservoir and river,Lake Springfield; South Fork Horse Creek,,,Springfield,IL1671200,2958011.264,2464491.792,YES,0,43093028,43093028,0,0.117982281,13716.71054,9310998.821
IL0975600,Lake,LCPWD - Grandwood Park Subdivision (PWS),4/11/19 8:31,2018,1915,0,1915,0,0,0,0,0,1915,0,0,LC - Grandwood Park Subdivision,213,Grandwood Park,CDP,5292,municipality,3407251.497,3409551.945,groundwater,groundwater,,,mixed sand and gravel and c-o sandstone,,LCPW - Grandwood Park,IL0975600,3407157,3410860,YES,0,16964548,16964548,0,0.046446401,42026.11195,43481308.44
IL1190350,Madison,Grantfork (PWS),5/8/19 7:43,2018,716,0,716,0,716,0,0,0,0,0,0,Grantfork,1169,Grantfork,village,347,municipality,2952911.485,2114330.942,surface water,surface water,mixed reservoir and river,"Silver Lake, Mississippi River",,,"Highland, Bond-Madison Water","IL1190550, IL0050020",2948515.178,2084330.087,YES,0,45904000,45904000,0,0.13,29814.18138,8383708.042
IL1550050,Putnam,Granville (PWS),4/15/19 13:42,2018,699,0,699,0,3,0,11,0,660,0,25,Granville,562,Granville,village,1423,municipality,3074192.757,2996153.811,groundwater,groundwater,,,mixed shallow bedrock and c-o sandstone,,,,,,YES,52122500,0,52122500,0.142703628,0,25392.64312,26754606.86
IL0970250,Lake,Grayslake (PWS),4/4/19 10:01,2018,7090,0,7090,370,0,0,0,0,6720,0,0,Grayslake,186,Grayslake,village,21070,municipality,3395020.689,3391763.369,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Central Lake Co Joint Act Water Agency,IL0971070,3408000,3382000,YES,4800,469800000,469804800,1.31E-05,1.2862423,205452.9088,278744359.5
IL1934460,White,Grayville (PWS),3/14/19 15:31,2018,868,1,867,0,40,0,250,0,445,1,132,Grayville,121,Grayville,city,1608,municipality,3429295.925,1910083.326,groundwater,groundwater,,,sand and gravel,Wabash River Alluvial Aquifer,,,,,YES,57911672,0,57911672,0.158553517,0,91553.43413,60044107.21
IL0970040,Lake,Green Oaks (PWS),3/19/19 15:11,2018,490,0,490,0,0,0,0,0,490,0,0,Green Oaks,721,Green Oaks,village,3871,municipality,3427161.345,3375998.814,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Waukegan,IL0971900,3445691.398,3402993.394,NO,,,,,,137204.1615,114089482.4
IL1790250,Tazewell,Green Valley (PWS),3/26/19 12:43,2018,295,0,295,0,0,0,0,40,200,0,55,Green Valley,368,Green Valley,village,733,municipality,2960321.841,2686147.612,groundwater,groundwater,,,sand and gravel,Mahomet Aquifer,,,,,YES,17269000,0,17269000,0.047279945,0,25268.72937,8375406.181
IL0610150,Greene,Greenfield (PWS),7/24/19 8:20,2018,603,0,603,0,0,0,0,0,603,0,0,Greenfield,1101,Greenfield,city,1050,municipality,2800869.607,2301764.145,mixed,mixed,reservoir,Greenfield Lake,sand and gravel,,Greene County RWD,IL0610020,2770591.473,2298248.002,YES,29139000,3583700,32722700,0.079778234,0.009811636,54247.01702,49124233.38
IL0350050,Cumberland,Greenup (PWS),6/5/19 9:29,2018,768,0,768,0,734,0,0,0,6,0,28,Greenup,1301,Greenup,village,1537,municipality,3377470.533,2268993.255,groundwater,groundwater,,,sand and gravel,,,,,,YES,68754000,0,68754000,0.188238193,0,43949.05372,48253294.51
IL1290100,Menard,Greenview (PWS),3/14/19 11:17,2018,372,0,372,10,50,90,85,0,5,0,132,Greenview,375,Greenview,village,754,municipality,2933060.5,2569405.889,groundwater,groundwater,,,sand and gravel,,,,,,YES,33429000,0,33429000,0.091523614,0,28325.97233,23464458.41
IL0050050,Bond,Greenville-Wtp (PWS),3/18/19 9:18,2018,2674,5,2669,0,529,0,465,0,915,0,765,Greenville-Wtp,1166,Greenville,city,7009,municipality,3032954.649,2133084.737,surface water,surface water,reservoir,Governor Bond Lake,,,,,,,YES,477189000,0,477189000,1.306472279,0,162935.3922,170628455.5
IL1130600,McLean,Gridley (PWS),3/27/19 10:59,2018,637,0,637,0,505,0,0,0,113,2,17,Gridley,947,Gridley,village,1441,municipality,3170778.883,2808707.925,groundwater,groundwater,,,sand and gravel,,,,,,YES,80596000,0,80596000,0.220659822,0,33135.40181,34048398.42
IL1490300,Pike,Griggsville-Wtp (PWS),4/29/19 9:12,2018,580,0,580,0,19,6,130,0,415,0,10,Griggsville-Wtp,1066,Griggsville,city,1203,municipality,2656599.087,2435015.348,groundwater,groundwater,,,mixed sand and gravel and shallow bedrock,,,,,,YES,41095000,0,41095000,0.112511978,0,29078.62942,29691088.15
IL0970350,Lake,Gurnee (PWS),4/10/19 11:41,2018,9925,1,9924,0,2086,0,0,0,7669,146,24,Gurnee,209,Gurnee,village,31398,municipality,3426974.252,3399280.464,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Central Lake Co Joint Act Water Agency,IL0971070,3408000,3382000,YES,0,1375619000,1375619000,0,3.766239562,325211.3933,375518659.2
IL0970400,Lake,Hainesville (PWS),4/9/19 15:11,2018,843,0,843,0,0,0,0,0,843,0,0,Hainesville,185,Hainesville,village,3563,municipality,3385373.485,3390729.428,groundwater,groundwater,,,shallow bedrock,,,,,,YES,81583000,0,81583000,0.223362081,0,36183.77322,50120273.42
IL1190450,Madison,Hamel (PWS),4/2/19 15:43,2018,463,3,460,0,75,0,0,0,68,0,320,Hamel,1208,Hamel,village,818,municipality,2902759.742,2136313.594,surface water,surface water,river,Mississippi River,,,Bond-Madison Water,IL0050020,2952034,2125342,NO,,,,,,30738.98404,32116742.8
IL0670400,Hancock,Hamilton (PWS),3/29/19 10:15,2018,1407,2,1405,34,583,0,14,65,622,0,89,Hamilton,235,Hamilton,city,2917,municipality,2487762.923,2686737.987,surface water,surface water,river,Mississippi River,,,,,,,YES,110387000,0,110387000,0.302223135,0,87164.86805,130095951.2
IL1470250,Piatt,Hammond (PWS),4/11/19 8:43,2018,240,0,240,0,164,0,13,0,0,0,63,Hammond,882,Hammond,village,522,municipality,3253693.13,2467137.217,groundwater,groundwater,,,sand and gravel,Mahomet Aquifer,,,,,YES,21320960,0,21320960,0.058373607,0,18432.41855,20856234.12
IL0890450,Kane,Hampshire (PWS),4/9/19 8:30,2018,2806,0,2806,0,713,0,0,24,2069,0,0,Hampshire,599,Hampshire,village,5614,municipality,3263511.846,3300062.129,groundwater,groundwater,,,c-o sandstone,,,,,,NO,,,,,,285484.0006,247486539.7
IL1610300,Rock Island,Hampton (PWS),5/2/19 9:34,2018,757,0,757,0,25,0,1,0,729,0,2,Hampton,448,Hampton,village,1877,municipality,2753895.61,3103723.78,surface water,surface water,river,Mississippi River,,,East Moline,IL1610250,2745253.444,3091630.779,NO,,,,,,43871.3625,45641233.59
IL0550250,Franklin,Hanaford (PWS),3/29/19 15:31,2018,389,0,389,0,0,0,0,389,0,0,0,Hanaford,116,Hanaford,village,319,municipality,3190565.396,1799502.458,surface water,surface water,reservoir,Rend Lake,,,Rend Lake Inter-City Water System,IL0555100,3156727.94,1832380.974,NO,,,,,,21215.13773,27975082.51
IL1430400,Peoria,Hanna City (PWS),4/2/19 11:18,2018,613,1,612,0,0,437,1,0,0,0,175,Hanna City,337,Hanna City,village,1226,municipality,2918921.296,2789907.471,mixed,mixed,river,Illinois River,sand and gravel,Sankoty Aquifer,Illinois American - Peoria,IL1435030,2986173.898,2801737.483,YES,0,39796984,39796984,0,0.108958204,17761.26207,13195035.06
IL0850250,Jo Daviess,Hanover (PWS),4/11/19 9:48,2018,430,0,430,0,416,0,0,0,8,1,5,Hanover,416,Hanover,village,891,municipality,2792816.145,3356359.208,groundwater,groundwater,,,c-o sandstone,,,,,,YES,26059330,0,26059330,0.071346557,0,40638.53489,29133715.97
IL0314480,Cook,Hanover Park (PWS),4/26/19 16:11,2018,10158,0,10158,0,0,0,0,0,10157,1,0,Hanover Park,651,Hanover Park,village,38328,municipality,3367003.229,3259860.034,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Northwest Suburban Municipal JAWA,IL0315400,3401000,3279000,YES,17624600,935538000,953162600,0.048253525,2.56136345,133296.0886,177869862.5
IL0130200,Calhoun,Hardin (PWS),4/11/19 16:31,2018,350,0,350,0,300,0,0,0,30,0,20,Hardin,1079,Hardin,village,1019,municipality,2682803.844,2235868.182,groundwater,groundwater,,,sand and gravel,Illinois River Alluvial Aquifer,,,,,NO,,,,,,46872.82089,63478955.65
IL1030300,Lee,Harmon (PWS),4/1/19 19:53,2018,75,70,5,0,75,0,0,0,0,0,0,Harmon,483,Harmon,village,128,municipality,2984766.082,3161896.322,groundwater,groundwater,,,sand and gravel,,,,,,YES,4590520,0,4590520,0.012568159,0,11127.90952,4028190.52
IL1650200,Saline,Harrisburg (PWS),3/14/19 15:20,2018,4328,0,4328,44,578,2500,500,0,206,0,500,Harrisburg,44,Harrisburg,city,8967,municipality,3274808.181,1720592.813,groundwater,groundwater,,,sand and gravel,,Saline Valley Conservancy District,IL1655300,3328666.491,1723787.364,YES,0,465252520,465252520,0,1.273791978,178725.6509,186536326.1
IL1150210,Macon,Harristown (PWS),4/8/19 10:09,2018,573,0,573,0,0,0,0,0,0,0,573,Harristown,898,Harristown,village,1396,municipality,3127206.718,2481737.991,mixed,mixed,reservoir,Lake Decatur,sand and gravel,,Decatur,IL1150150,3158220.475,2486730.346,YES,36452800,1420700,37873500,0.099802327,0.003889665,78243.20428,51039438.82
IL1190500,Madison,Hartford (PWS),4/4/19 13:03,2018,597,0,597,12,0,552,12,0,20,0,1,Hartford,1207,Hartford,village,1426,municipality,2832675.187,2111933.317,groundwater,groundwater,,,sand and gravel,American Bottoms,Roxana,IL1190900,2839571.245,2120525.699,YES,123329000,89017000,212346000,0.3376564,0.243715264,111358.5413,134679085.7
IL1070250,Logan,Hartsburg (PWS),3/19/19 17:50,2018,169,0,169,0,0,0,0,130,20,0,19,Hartsburg,381,Hartsburg,village,324,municipality,3016325.884,2629388.83,groundwater,groundwater,,,sand and gravel,Mahomet Aquifer,,,,,YES,14842500,0,14842500,0.04063655,0,11906.75664,3814874.274
IL1110250,McHenry,Harvard (PWS),4/29/19 11:03,2018,2840,0,2840,1335,0,1478,0,0,0,0,27,Harvard,167,Harvard,city,9499,municipality,3238145.243,3418121.875,groundwater,groundwater,,,mixed sand and gravel and c-o sandstone,,,,,,YES,293753000,0,293753000,0.804251882,0,214750.4328,237308694.4
IL1354500,Montgomery,Harvel (PWS),4/3/19 15:35,2018,144,0,144,0,0,0,0,0,138,0,6,Harvel,1157,Harvel,village,223,municipality,2990943.973,2305828.627,groundwater,groundwater,,,sand and gravel,,,,,,NO,,,,,,26517.67255,19934856.51
IL0311110,Cook,Harvey (PWS),5/21/19 16:50,2018,8505,5,8500,475,7990,40,0,0,0,0,0,Harvey,849,Harvey,city,25512,municipality,3503038.371,3126390.985,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Chicago-South,IL0316000,3510000,3182000,NO,,,,,,93311.72538,174143315.4
IL0311140,Cook,Harwood Heights (PWS),5/30/19 11:59,2018,2288,0,2288,207,0,1965,116,0,0,0,0,Harwood Heights,770,Harwood Heights,village,8662,municipality,3457345.149,3256562.187,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Chicago-North,IL0316000,3493000,3230000,YES,0,298897471,298897471,0,0.818336676,44261.89552,22802022.27
IL1250200,Mason,Havana (PWS),5/21/19 16:32,2018,1531,0,1531,1022,19,227,50,0,15,0,198,Havana,390,Havana,city,3295,municipality,2845564.763,2645935.472,groundwater,groundwater,,,sand and gravel,,,,,,YES,92756000,0,92756000,0.253952088,0,72454.12807,80181860.17
IL0970450,Lake,LCPWD - Hawthorn Woods (PWS),4/9/19 17:00,2018,226,0,226,0,4,0,0,0,0,0,222,LC - Hawthorn Woods,639,Hawthorn Woods,village,7795,municipality,3392992.009,3346634.606,groundwater,groundwater,,,mixed shallow bedrock and c-o sandstone,,LCPW - Hawthorn Woods,IL0970450,3388056,3346704,YES,0,15962000,15962000,0,0.043701574,194110.0345,219128309.2
IL0311170,Cook,Hazel Crest (PWS),4/26/19 14:14,2018,4527,0,4527,309,0,3966,0,252,0,0,0,Hazel Crest,848,Hazel Crest,village,14158,municipality,3493042.435,3113737.205,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Harvey,IL0311110,3503038.371,3126390.985,YES,0,429605000,429605000,0,1.176194387,80574.45499,94226474.62
IL1110300,McHenry,Hebron (PWS),3/14/19 21:01,2018,540,0,540,5,206,314,10,0,0,0,5,Hebron,166,Hebron,village,1255,municipality,3286313.225,3436506.801,groundwater,groundwater,,,sand and gravel,,,,,,YES,34081000,0,34081000,0.093308693,0,55969.82595,54090756.15
IL1330150,Monroe,Hecker (PWS),5/30/19 10:59,2018,225,0,225,0,0,0,0,0,145,0,80,Hecker,18,Hecker,village,471,municipality,2858981.706,1924866.894,surface water,surface water,river,Mississippi River,,,FSH Water Commission,IL1635300,2878268.65,1960275.293,NO,,,,,,10655.89467,6619330.283
