"","FacilityId","County","FacilityName","Unknown","UnknownNotLead","Flagged","Difference","Flagged2"
"1683","IL1990450","Williamson","Hurst (PWS)",0,0,"No",0,"No"
"1684","IL1990500","Williamson","Johnston City (PWS)",-500,0,"No",-500,"No"
"1685","IL1990550","Williamson","Marion (PWS)",-47,0,"No",-47,"No"
"1686","IL1990600","Williamson","Pittsburg (PWS)",0,0,"No",0,"No"
"1687","IL1994420","Williamson","Freeman Spur (PWS)",36,0,"No",36,"No"
"1688","IL1995050","Williamson","Ferges Water District (PWS)",-197,196,"Yes",-1,"No"
"1689","IL1995100","Williamson","Highway 37 North PWD (PWS)",0,0,"No",0,"No"
"1690","IL1995120","Williamson","Corinth PWD (PWS)",0,0,"No",0,"No"
"1691","IL1995160","Williamson","Devils Kitchen Water District (PWS)",-5,0,"No",-5,"No"
"1692","IL1995200","Williamson","Lake Of Egypt Pwd (PWS)",-78,0,"No",-78,"No"
"1693","IL1995247","Williamson","US Federal Penitentiary-Marion (PWS)",0,0,"No",0,"No"
"1694","IL1995250","Williamson","Coal Valley PWD (PWS)",-1478,1503,"Yes",25,"No"
"1695","IL1995350","Williamson","Blairsville PWD (PWS)",-287,10,"Yes",-277,"No"
"1696","IL1997037","Williamson","Crab Orchard Refuge (PWS)",0,0,"No",0,"No"
"1697","IL2010030","Winnebago","Forest View MHP (PWS)",0,0,"No",0,"No"
"1698","IL2010050","Winnebago","Cherry Valley (PWS)",0,0,"No",0,"No"
"1699","IL2010070","Winnebago","Util Inc - Westlake Utilities Inc (PWS)",0,0,"No",0,"No"
"1700","IL2010080","Winnebago","Aqua Illinois - Sheridan Grove (PWS)",3,-3,"No",0,"No"
"1701","IL2010100","Winnebago","Durand (PWS)",0,0,"No",0,"No"
"1702","IL2010150","Winnebago","Loves Park (PWS)",0,0,"No",0,"No"
"1703","IL2010250","Winnebago","Pecatonica (PWS)",-112,7,"Yes",-105,"No"
"1704","IL2010300","Winnebago","Rockford (PWS)",-44,0,"No",-44,"No"
"1705","IL2010350","Winnebago","Rockton (PWS)",0,0,"No",0,"No"
"1706","IL2010450","Winnebago","Illinois American - South Beloit (PWS)",0,0,"No",0,"No"
"1707","IL2010460","Winnebago","South Bluff MHP (PWS)",0,0,"No",0,"No"
"1708","IL2010500","Winnebago","Winnebago (PWS)",0,0,"No",0,"No"
"1709","IL2015050","Winnebago","Bradley Heights Subdivision (PWS)",-52,52,"Yes",0,"Yes"
"1710","IL2015100","Winnebago","Prairie Road Pump Corporation (PWS)",0,0,"No",0,"No"
"1711","IL2015125","Winnebago","Family Manufactured Home Community, LLC (PWS)",0,0,"No",0,"No"
"1712","IL2015150","Winnebago","Util Inc - Coventry Hills Utilities, Inc. (PWS)",0,0,"No",0,"No"
"1713","IL2015160","Winnebago","Util Inc - Coventry Creek Subdivision (PWS)",0,0,"No",0,"No"
"1714","IL2015300","Winnebago","Legend Lakes Water Association (PWS)",0,0,"No",0,"No"
"1715","IL2015320","Winnebago","Otter Creek Lake Utilities District (PWS)",1320,-1351,"No",-31,"No"
"1716","IL2015345","Winnebago","Bill-Mar Heights MHP (PWS)",0,0,"No",0,"No"
"1717","IL2015400","Winnebago","Wildwood Utilities Company (PWS)",0,0,"No",0,"No"
"1718","IL2015425","Winnebago","Clarks MHP (PWS)",0,0,"No",0,"No"
"1719","IL2015488","Winnebago","Great Oaks And Beacon Hills Apartments (PWS)",0,0,"No",0,"No"
"1720","IL2015495","Winnebago","Green Meadow Estates Of Rockford LLC (PWS)",0,0,"No",0,"No"
"1721","IL2015500","Winnebago","North Park PWD (PWS)",0,-3562,"No",-3562,"No"
"1722","IL2015545","Winnebago","Mancuso Village Park MHP (PWS)",0,0,"No",0,"No"
"1723","IL2015625","Winnebago","Phil-Aire Estates MHP (PWS)",0,0,"No",0,"No"
"1724","IL2015645","Winnebago","Rainbow Lane MHP (PWS)",0,0,"No",0,"No"
"1725","IL2015685","Winnebago","Six Oaks MHP (PWS)",0,0,"No",0,"No"
"1726","IL2030010","Woodford","Valley View Subdivision (Woodford) (PWS)",0,0,"No",0,"No"
"1727","IL2030050","Woodford","Benson (PWS)",-9,0,"No",-9,"No"
"1728","IL2030100","Woodford","Congerville (PWS)",0,0,"No",0,"No"
"1729","IL2030150","Woodford","El Paso (PWS)",194,0,"No",194,"No"
"1730","IL2030200","Woodford","Eureka-Wtp (PWS)",0,0,"No",0,"No"
"1731","IL2030350","Woodford","Metamora (PWS)",-4,0,"No",-4,"No"
"1732","IL2030400","Woodford","Minonk (PWS)",-56,0,"No",-56,"No"
"1733","IL2030550","Woodford","Roanoke (PWS)",0,0,"No",0,"No"
"1734","IL2030600","Woodford","Secor (PWS)",0,0,"No",0,"No"
"1735","IL2034450","Woodford","Goodfield (PWS)",-318,318,"Yes",0,"Yes"
"1736","IL2034940","Woodford","Washburn (PWS)",-166,166,"Yes",0,"Yes"
"1737","IL2035030","Woodford","Caterpillar Trail Public Water District  (PWS)",0,0,"No",0,"No"
"1738","IL2035100","Woodford","Low Point Water District (PWS)",66,0,"No",66,"No"
"1739","IL2035125","Woodford","Lake Wildwind MHP (PWS)",0,0,"No",0,"No"
"1740","IL2035165","Woodford","Mill Point MHP (PWS)",0,0,"No",0,"No"
"1741","IL2035200","Woodford","Timberlan Subdivision (PWS)",0,0,"No",0,"No"
"1742","IL2035300","Woodford","Oak Ridge Sanitary District (PWS)",117,0,"No",117,"No"
